epoch,train_loss,train_acc,val_loss,val_acc
87,0.5353830456733704,0.7491533245359149,0.4786470830440521,0.7579787373542786
88,0.5385855436325073,0.7329895326069424,0.48727932572364807,0.7686170339584351
89,0.5276468992233276,0.7539639770984651,0.47860610485076904,0.7770944237709045
90,0.5215275287628174,0.762238302401134,0.47930797934532166,0.7529920339584351
91,0.519618034362793,0.7590825131961276,0.48982518911361694,0.7764295339584351
92,0.5164282917976379,0.7517318342413221,0.4812737703323364,0.7501662373542786
93,0.5179204344749451,0.7581973501614162,0.4841445982456207,0.7657912373542786
94,0.5200967788696289,0.7642395326069423,0.48439276218414307,0.7551529109477997
95,0.5189824104309082,0.7576200749192918,0.47241199016571045,0.764295220375061
96,0.5268151164054871,0.7559652073042733,0.4815107583999634,0.7551529109477997
97,0.5177934169769287,0.7640086199556078,0.5036899447441101,0.7367021143436432
98,0.5234516263008118,0.7500769708837781,0.48773643374443054,0.7501662373542786
99,0.5172803401947021,0.762238302401134,0.48240888118743896,0.7657912373542786
100,0.5191240906715393,0.7617764770984649,0.4905637502670288,0.7573138177394867
